ID,Flux_Type,Palm,Height,Height_Groups,FluxPangalaComp,Flux10xPangala,Flux100Pangala,Tree_Height,T1,X,Y,Family,Species,T_oC,P_kPa,DBH,X1_DBH_m_,Flux_CH4,SE,Flux_CO2,SE_CO2,Volume,Area,Flux_CH4_mg,SE_CH4_Flux,Column,Flux_CO2_mg,SE_CO2_Flux,Column_3,ln_CH4_1000_,Column_2
9153,NA,NA,NA,NA,NA,NA,NA,NA,5,15,5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9154,NA,NA,NA,NA,NA,NA,NA,NA,5,6,18,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9155,NA,NA,NA,NA,NA,NA,NA,NA,5,6.2,18,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9156,NA,NA,NA,NA,NA,NA,NA,NA,5,7,17.7,,Hevea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9157,NA,NA,NA,NA,NA,NA,NA,NA,5,13,10,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9158,NA,NA,NA,NA,NA,NA,NA,NA,5,17,15,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9159,NA,NA,NA,NA,NA,NA,NA,NA,5,18,18.5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9160,NA,NA,NA,NA,NA,NA,NA,NA,5,14,15,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9161,NA,NA,NA,NA,NA,NA,NA,NA,5,13,15.3,,Sinfonea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9162,NA,NA,NA,NA,NA,NA,NA,NA,5,13,15.1,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9163,NA,NA,NA,NA,NA,NA,NA,NA,5,13,15,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9164,NA,NA,NA,NA,NA,NA,NA,NA,5,15,14,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9165,NA,NA,NA,NA,NA,NA,NA,NA,5,14.9,14,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9166,NA,NA,NA,NA,NA,NA,NA,NA,5,14.9,14,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9167,NA,NA,NA,NA,NA,NA,NA,NA,5,14.8,14,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9168,NA,NA,NA,NA,NA,NA,NA,NA,5,14,14.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9169,NA,NA,NA,NA,NA,NA,NA,NA,5,12.5,14,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9170,NA,NA,NA,NA,NA,NA,NA,NA,5,10,15,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9171,NA,NA,NA,NA,NA,NA,NA,NA,5,13,18,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9172,NA,NA,NA,NA,NA,NA,NA,NA,5,10,18,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9173,NA,NA,NA,NA,NA,NA,NA,NA,5,9.5,17.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9174,NA,NA,NA,NA,NA,NA,NA,NA,5,10,18,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9175,NA,NA,NA,NA,NA,NA,NA,NA,5,8,18,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9176,NA,NA,NA,NA,NA,NA,NA,NA,5,7,18.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9177,NA,NA,NA,NA,NA,NA,NA,NA,5,6.8,18.6,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9180,NA,NA,NA,NA,NA,NA,NA,NA,5,6,18,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9181,NA,NA,NA,NA,NA,NA,NA,NA,5,5,17,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9182,NA,NA,NA,NA,NA,NA,NA,NA,5,5,16.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9183,NA,NA,NA,NA,NA,NA,NA,NA,5,4,13,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9184,NA,NA,NA,NA,NA,NA,NA,NA,5,4,12.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9185,NA,NA,NA,NA,NA,NA,NA,NA,5,4.2,12,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9186,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8,12,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9187,NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,11.9,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9188,NA,NA,NA,NA,NA,NA,NA,NA,5,3,11.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9189,NA,NA,NA,NA,NA,NA,NA,NA,5,4,11,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9190,NA,NA,NA,NA,NA,NA,NA,NA,5,4,15.3,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9191,NA,NA,NA,NA,NA,NA,NA,NA,5,1.2,15,Arecaceae,Mauritia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9193,NA,NA,NA,NA,NA,NA,NA,NA,5,3,19.8,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9195,NA,NA,NA,NA,NA,NA,NA,NA,6,1.1,19.7,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9196,NA,NA,NA,NA,NA,NA,NA,NA,6,2.3,19.4,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9197,NA,NA,NA,NA,NA,NA,NA,NA,6,4.1,18.9,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9198,NA,NA,NA,NA,NA,NA,NA,NA,6,0.2,14.6,Euphorbiaceae,Hevea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9199,NA,NA,NA,NA,NA,NA,NA,NA,6,0.8,10.5,,Sinfonea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9200,NA,NA,NA,NA,NA,NA,NA,NA,6,4.3,12,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9201,NA,NA,NA,NA,NA,NA,NA,NA,6,4.5,12.6,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9202,NA,NA,NA,NA,NA,NA,NA,NA,6,4.9,12.4,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9203,NA,NA,NA,NA,NA,NA,NA,NA,6,5.1,13.6,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9204,NA,NA,NA,NA,NA,NA,NA,NA,6,6.2,13.6,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9205,NA,NA,NA,NA,NA,NA,NA,NA,6,8.6,19.8,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9206,NA,NA,NA,NA,NA,NA,NA,NA,6,9.1,16.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9207,NA,NA,NA,NA,NA,NA,NA,NA,6,9.1,16.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9208,NA,NA,NA,NA,NA,NA,NA,NA,6,10,16.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9209,NA,NA,NA,NA,NA,NA,NA,NA,6,10,16.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9210,NA,NA,NA,NA,NA,NA,NA,NA,6,10.5,17,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9211,NA,NA,NA,NA,NA,NA,NA,NA,6,10.6,17.4,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9212,NA,NA,NA,NA,NA,NA,NA,NA,6,10.9,17.2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9213,NA,NA,NA,NA,NA,NA,NA,NA,6,12.5,18.4,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9214,NA,NA,NA,NA,NA,NA,NA,NA,6,12.7,18.2,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9219,NA,NA,NA,NA,NA,NA,NA,NA,6,19.8,14,Euphorbiaceae,Hevea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9220,NA,NA,NA,NA,NA,NA,NA,NA,6,18,10,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9221,NA,NA,NA,NA,NA,NA,NA,NA,6,17.5,9.8,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9222,NA,NA,NA,NA,NA,NA,NA,NA,6,15,9.2,Miristicaceae,Virola pavonis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9223,NA,NA,NA,NA,NA,NA,NA,NA,6,17.4,8.5,Cluceae,Sinfonea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9224,NA,NA,NA,NA,NA,NA,NA,NA,6,12.5,5.3,Cecropiaceae,Cecropia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9225,NA,NA,NA,NA,NA,NA,NA,NA,6,19.5,7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9226,NA,NA,NA,NA,NA,NA,NA,NA,6,18.4,5,Euphorbiaceae,Casearea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9227,NA,NA,NA,NA,NA,NA,NA,NA,6,18.5,4.7,Cluceae,Sinfonea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9228,NA,NA,NA,NA,NA,NA,NA,NA,6,17,2.5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9229,NA,NA,NA,NA,NA,NA,NA,NA,6,15,2.4,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9230,NA,NA,NA,NA,NA,NA,NA,NA,6,14.3,0.5,Euphorbiaceae,Casearea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9231,NA,NA,NA,NA,NA,NA,NA,NA,6,14,0.7,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9232,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,Fabaceae,Macrolobium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9233,NA,NA,NA,NA,NA,NA,NA,NA,6,12,5.1,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9234,NA,NA,NA,NA,NA,NA,NA,NA,6,12.1,5.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9235,NA,NA,NA,NA,NA,NA,NA,NA,6,12.4,10,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9236,NA,NA,NA,NA,NA,NA,NA,NA,6,12.1,9.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9237,NA,NA,NA,NA,NA,NA,NA,NA,6,10.5,9.6,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9238,NA,NA,NA,NA,NA,NA,NA,NA,6,10.5,7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9239,NA,NA,NA,NA,NA,NA,NA,NA,6,10.5,7.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9240,NA,NA,NA,NA,NA,NA,NA,NA,6,10.5,6.2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9242,NA,NA,NA,NA,NA,NA,NA,NA,6,9.7,2.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9246,NA,NA,NA,NA,NA,NA,NA,NA,6,1.3,4.3,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9247,NA,NA,NA,NA,NA,NA,NA,NA,6,2.5,4.8,Melastomataceae,Mauridy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9248,NA,NA,NA,NA,NA,NA,NA,NA,7,0.1,17.6,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9249,NA,NA,NA,NA,NA,NA,NA,NA,7,4.5,19,Apocinaceae,Paranarcornea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9250,NA,NA,NA,NA,NA,NA,NA,NA,7,4.5,19,Apocinaceae,Paranarcornea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9251,NA,NA,NA,NA,NA,NA,NA,NA,7,5.2,19.5,Cluceae,Sinfonea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9254,NA,NA,NA,NA,NA,NA,NA,NA,7,5.6,10.3,Cluceae,Sinfonea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9256,NA,NA,NA,NA,NA,NA,NA,NA,7,11,13,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9257,NA,NA,NA,NA,NA,NA,NA,NA,7,11,13.4,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9258,NA,NA,NA,NA,NA,NA,NA,NA,7,11.3,13.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9259,NA,NA,NA,NA,NA,NA,NA,NA,7,11.3,13.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9260,NA,NA,NA,NA,NA,NA,NA,NA,7,12.5,16.2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9261,NA,NA,NA,NA,NA,NA,NA,NA,7,11.3,15.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9262,NA,NA,NA,NA,NA,NA,NA,NA,7,12.5,14,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9263,NA,NA,NA,NA,NA,NA,NA,NA,7,12.5,13.7,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9264,NA,NA,NA,NA,NA,NA,NA,NA,7,12.6,14.2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9265,NA,NA,NA,NA,NA,NA,NA,NA,7,13,14,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9266,NA,NA,NA,NA,NA,NA,NA,NA,7,13,14.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9267,NA,NA,NA,NA,NA,NA,NA,NA,7,13.4,12.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9269,NA,NA,NA,NA,NA,NA,NA,NA,7,13.5,15,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9272,NA,NA,NA,NA,NA,NA,NA,NA,7,12.6,16,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9273,NA,NA,NA,NA,NA,NA,NA,NA,7,12.6,12.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9274,NA,NA,NA,NA,NA,NA,NA,NA,7,12.6,12.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9278,NA,NA,NA,NA,NA,NA,NA,NA,7,18.5,19.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9279,NA,NA,NA,NA,NA,NA,NA,NA,7,18.8,19.9,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9283,NA,NA,NA,NA,NA,NA,NA,NA,7,16,11.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9284,NA,NA,NA,NA,NA,NA,NA,NA,7,15,10,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9285,NA,NA,NA,NA,NA,NA,NA,NA,7,19,10,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9286,NA,NA,NA,NA,NA,NA,NA,NA,7,19,6,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9287,NA,NA,NA,NA,NA,NA,NA,NA,7,18.5,1.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9288,NA,NA,NA,NA,NA,NA,NA,NA,7,18.5,1.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9289,NA,NA,NA,NA,NA,NA,NA,NA,7,18.5,1,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9290,NA,NA,NA,NA,NA,NA,NA,NA,7,16,0.5,Euphorbiaceae,Casearea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9291,NA,NA,NA,NA,NA,NA,NA,NA,7,16,1.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9292,NA,NA,NA,NA,NA,NA,NA,NA,7,16.2,3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9293,NA,NA,NA,NA,NA,NA,NA,NA,7,17.3,3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9294,NA,NA,NA,NA,NA,NA,NA,NA,7,13,1.5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9295,NA,NA,NA,NA,NA,NA,NA,NA,7,12,1,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9296,NA,NA,NA,NA,NA,NA,NA,NA,7,10.5,12,Moraceae,Ficus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9297,NA,NA,NA,NA,NA,NA,NA,NA,7,10,12,Moraceae,Ficus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9298,NA,NA,NA,NA,NA,NA,NA,NA,7,10,10,Arecaceae,Mauritia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9302,NA,NA,NA,NA,NA,NA,NA,NA,7,10,7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9303,NA,NA,NA,NA,NA,NA,NA,NA,7,6.5,7.7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9304,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9305,NA,NA,NA,NA,NA,NA,NA,NA,7,5,8,Mirtaceae,Eugenia ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9306,NA,NA,NA,NA,NA,NA,NA,NA,7,2.5,7,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9307,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9308,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9309,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9310,NA,NA,NA,NA,NA,NA,NA,NA,7,1.2,5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9311,NA,NA,NA,NA,NA,NA,NA,NA,7,1.6,4,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9312,NA,NA,NA,NA,NA,NA,NA,NA,7,1.6,4,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
